id,end,ip,city,country,born,edu,work,sex,rel,msNotAny,msNotSelf,msMet,msAccident,msShared,msCause,msTeach,msEvery,msPay,msTrainTeach,boreFidget,boreCheer,boreLone,wantLearn,freqCause,pctSuccess,freqAccident,durationCharacter,maxDuration,religion,re.desc,re.ms.pf,re.b.pf,re.subjTime,re.ms.gi,re.b.gi,spiritual,spiritual.desc,sp.ms.pf,sp.b.pf,sp.subjTime,sp.ms.gi,sp.b.gi,ps.ms.pf,ps.b.pf,ps.subjTime,ps.ms.gi,ps.b.gi,rx.ms.pf,rx.b.pf,rx.subjTime,rx.ms.gi,rx.b.gi,pe.desc,pe.ms.pf,pe.b.pf,pe.subjTime,pe.ms.gi,pe.b.gi,wo.ms.pf,wo.b.pf,wo.subjTime,wo.ms.gi,wo.b.gi,meditation,me.ms.pf,me.b.pf,me.subjTime,me.ms.gi,me.b.gi,dd.ms.pf,dd.b.pf,dd.subjTime,dd.ms.gi,dd.b.gi,flow.desc,flow.think,fl.ms.pf,fl.b.pf,ms.flow,flow.ms,fl.subjTime,fl.ms.gi,fl.b.gi,m.training,m.training.desc,m.regular,m.desc,comment
2378482397,"12/07/2012 03:27:28","NA;United States;Virginia;Charlottesville","Charlottesville, VA",USA,1994,"High school degree or equivalent (e.g., GED)",,Female,"In a long-term relationship (i.e. together more than a year)",Agree,Agree,"Agree somewhat",Disagree,Disagree,Disagree,Disagree,Disagree,"Not sure",Disagree,True,False,"Not sure",Yes,Weekly,0,"I don't experience complete mental silence accidentally","I have not experienced complete mental silence","I have not experienced complete mental silence",No,,,,,,,Yes,Catholic,"Not at all",Infrequently,"Subjective time is typical.",Inappropriate,Inappropriate,"Not at all","Not at all","Subjective time is somewhat slower than actual time.",Inappropriate,Inappropriate,"Not at all","Not at all","Subjective time is somewhat faster than actual time.","Not sure",Inappropriate,running,"Not at all","Not at all","Subjective time is somewhat faster than actual time.",Inappropriate,Inappropriate,"Not at all",Infrequently,"Subjective time is somewhat faster than actual time.",Inappropriate,Inappropriate,No,,,,,,"Not at all","Not at all","I am unaware of actual time.",Inappropriate,"Not sure","Playing soccer","Rigorous, intensive thinking","Not at all","Not at all","Not sure / maybe",No,"I am unaware of actual time.",Inappropriate,Inappropriate,No,,No,,
2378433339,"12/07/2012 02:36:23","NA;United States;Virginia;Charlottesville","Charlottesville, VA",USA,1993,"Some college but no degree","College student",Female,Single,"Disagree somewhat","Not sure","Agree somewhat","Agree somewhat","Disagree somewhat","Agree somewhat","Disagree somewhat","Not sure","Not sure","Disagree somewhat",False,False,"Not sure","Not sure",Infrequently,50,"I don't experience complete mental silence accidentally","Sometimes moments and sometimes continuous (e.g. isolated seconds and sometimes ten seconds or longer)","10 seconds",Yes,buddhism,"Not at all","Not at all","I am unaware of actual time.","Not sure","Not sure",Yes,,"Almost never","Not at all","I am unaware of actual time.","Not sure","Not sure","Not at all","Almost never","I am unaware of actual time.","Not sure","Not sure",Infrequently,"Not at all","Subjective time is typical.","Not sure","Not sure",running,Infrequently,Infrequently,"Subjective time is somewhat faster than actual time.","Not sure","Not sure",Infrequently,"Almost never","Subjective time is typical.","Not sure","Somewhat inappropriate",Yes,Frequently,"Not at all","Subjective time is typical.","Somewhat important","Not sure",Infrequently,Infrequently,"Subjective time is typical.","Not sure","Not sure",,,,,,,,,,Yes,,No,"close eyes, breathe, don't think",
2378423048,"12/07/2012 02:26:31","NA;United States;Virginia;Charlottesville","Charlottesville, VA",USA,1994,"High school degree or equivalent (e.g., GED)",student,Female,Single,"Agree somewhat",Agree,"Not sure",Disagree,Disagree,Disagree,Disagree,"Not sure","Disagree somewhat",Disagree,False,False,"Not sure",Yes,Infrequently,0,"I don't experience complete mental silence accidentally","I have not experienced complete mental silence","I have not experienced complete mental silence",Yes,Catholic,"Not at all",Frequently,"Subjective time is somewhat slower than actual time.","Somewhat important","Somewhat inappropriate",No,,,,,,,"Not at all","Almost never","Subjective time is somewhat faster than actual time.","Somewhat inappropriate","Somewhat inappropriate","Almost never","Almost never","Subjective time is typical.","Somewhat important","Somewhat inappropriate","Horse back riding","Almost never","Not at all","Subjective time is somewhat faster than actual time.","Not sure","Somewhat inappropriate","Not at all",Frequently,"Subjective time is somewhat slower than actual time.",Inappropriate,"Not sure",No,,,,,,"Not at all","Almost never","Subjective time is typical.",Inappropriate,Inappropriate,art,"Rigorous, intensive thinking","Not at all","Not at all","Probably not",No,"I am unaware of actual time.",Inappropriate,Inappropriate,No,,No,,
2378381080,"12/07/2012 01:50:53","NA;United States;Virginia;Charlottesville","Charlottesville VA",USA,1994,"High school degree or equivalent (e.g., GED)",N/A,Male,Single,"Not sure","Not sure",Disagree,"Not sure","Not sure","Not sure",Disagree,"Not sure","Not sure","Not sure",True,False,"Not sure",Yes,"I don't try to cause myself to experience complete mental silence",,Infrequently,"Sometimes moments and sometimes continuous (e.g. isolated seconds and sometimes ten seconds or longer)","10 seconds",No,,,,,,,No,,,,,,,Infrequently,Infrequently,"Subjective time is typical.",Inappropriate,Inappropriate,Infrequently,"Almost never","I am unaware of actual time.","Not sure",Inappropriate,Lifting,Infrequently,"Almost never","Subjective time is typical.","Somewhat inappropriate",Inappropriate,Infrequently,Infrequently,"Subjective time is typical.",Inappropriate,Inappropriate,No,,,,,,"Not at all","Not at all","Subjective time is typical.","Not sure","Not sure",Lifting,"A little thinking",Infrequently,Infrequently,"Not sure / maybe","Not sure / maybe","Subjective time is typical.","Not sure","Not sure",No,,No,,
2378345495,"12/07/2012 01:35:32","NA;United States;Virginia;Charlottesville","Charlottesville, VA",USA,1993,"Some college but no degree",Studen,Female,Single,"Not sure","Agree somewhat","Not sure","Not sure","Not sure","Disagree somewhat",Disagree,"Disagree somewhat","Not sure",Disagree,True,False,True,"Not sure","I don't try to cause myself to experience complete mental silence",,Infrequently,"Mostly moments (e.g. an isolated second or two)","A moment (e.g., a second or shorter)",No,,,,,,,No,,,,,,,"Not at all",Infrequently,"Subjective time is somewhat faster than actual time.",Inappropriate,Inappropriate,"Almost never",Frequently,"I am watching the clock.","Not sure","Somewhat inappropriate",Swimming,Frequently,,"I am unaware of actual time.",Important,"Not sure","Not at all",Frequently,"Subjective time is somewhat slower than actual time.",Inappropriate,"Somewhat inappropriate",No,,,,,,Frequently,Frequently,"I am unaware of actual time.","Somewhat important","Not sure",Knitting,"Some moderate thinking",Frequently,"Not at all","Probably not","Yes, somewhat","Subjective time is typical.","Somewhat important","Somewhat inappropriate",No,,No,,
2378335727,"12/07/2012 01:05:01","NA;United States;Virginia;Buena Vista",Charlottesville,usa,1992,"High school degree or equivalent (e.g., GED)",student,Male,"In a long-term relationship (i.e. together more than a year)","Disagree somewhat","Not sure","Not sure","Disagree somewhat","Agree somewhat","Not sure","Disagree somewhat","Not sure","Disagree somewhat","Not sure","Not sure","Not sure","Not sure","Not sure",Infrequently,5,Infrequently,"Sometimes moments and sometimes continuous (e.g. isolated seconds and sometimes ten seconds or longer)","10 seconds",Yes,"christian baptist",Infrequently,Infrequently,"Subjective time is typical.","Not sure","Not sure",Yes,praying,Infrequently,Infrequently,"Subjective time is typical.","Not sure","Not sure",Infrequently,Infrequently,"Subjective time is typical.","Not sure","Not sure",Infrequently,Infrequently,"Subjective time is typical.","Not sure","Not sure",basketball,Infrequently,Infrequently,"Subjective time is typical.","Not sure","Not sure",Infrequently,Infrequently,"Subjective time is typical.","Not sure","Not sure",No,"Not at all","Not at all",,Inappropriate,Inappropriate,Infrequently,Infrequently,,"Not sure","Not sure",basketball,"Some moderate thinking",Infrequently,Infrequently,"Not sure / maybe","Not sure / maybe","Subjective time is typical.","Not sure","Not sure",No,,No,,
2378282740,"12/07/2012 00:36:49","NA;United States;Virginia;Ruckersville","Charlottesville, VA",USA,1991,"Some college but no degree",Student,Female,Other,"Disagree somewhat",Disagree,Disagree,Disagree,"Disagree somewhat",Disagree,"Disagree somewhat","Agree somewhat","Agree somewhat",Disagree,True,"Not sure","Not sure","I know how to cause myself to experience complete mental silence.",Infrequently,15,"I don't experience complete mental silence accidentally","Sometimes moments and sometimes continuous (e.g. isolated seconds and sometimes ten seconds or longer)","10 seconds",Yes,Buddhist,"Almost never",,"Subjective time is somewhat slower than actual time.",Important,"Somewhat inappropriate",No,,,,,,,"Not at all","Almost never","Subjective time is somewhat slower than actual time.","Not sure",Inappropriate,Infrequently,Infrequently,"Subjective time is typical.","Somewhat important","Somewhat inappropriate",bicycle,Infrequently,"Almost never","I am unaware of actual time.","Somewhat important","Somewhat inappropriate",Infrequently,Infrequently,"Subjective time is typical.","Not sure","Somewhat inappropriate",Yes,Infrequently,"Not at all","Subjective time is somewhat slower than actual time.",Important,"Somewhat inappropriate",Infrequently,"Almost never","Subjective time is somewhat slower than actual time.","Somewhat inappropriate","Somewhat inappropriate","creative writing","Rigorous, intensive thinking","Almost never","Almost never","Not sure / maybe","Probably not","Subjective time is somewhat slower than actual time.","Not sure","Somewhat inappropriate",No,,No,"My parents taught me and I think at one point I was semi-meditating (I did experience complete mental silence but it was so easy to get out of it/very short)  . But I didn't frequently practice after so I'm pretty lousy now",
2378220800,"12/06/2012 23:50:53","NA;United States;Virginia;Centreville","Charlottesville, VA",USA,1993,"High school degree or equivalent (e.g., GED)",Student,Male,Single,"Agree somewhat",Agree,Disagree,"Not sure",Disagree,Disagree,Disagree,"Agree somewhat","Not sure",Disagree,True,False,False,"Not sure","I don't try to cause myself to experience complete mental silence",5,Infrequently,"Mostly moments (e.g. an isolated second or two)","10 seconds",Yes,Protestant,Infrequently,"Almost never","I am unaware of actual time.","Somewhat inappropriate",Inappropriate,Yes,Protestant,"Almost never","Almost never","I am unaware of actual time.","Somewhat inappropriate",Inappropriate,"Not at all","Almost never","I am unaware of actual time.","Not sure","Not sure","Almost never","Almost never","Subjective time is typical.","Not sure","Not sure",Running,"Almost never","Almost never","I am unaware of actual time.","Not sure","Not sure",Infrequently,Infrequently,"Subjective time is typical.","Not sure","Not sure",No,"Not at all","Not at all","Subjective time is typical.","Not sure","Not sure",Frequently,Frequently,"Subjective time is somewhat faster than actual time.","Not sure","Not sure",Puzzles,"A little thinking","Almost never","Almost never","Not sure / maybe","Not sure / maybe","I am watching the clock.","Somewhat inappropriate","Somewhat inappropriate",No,,No,No,No
2378131432,"12/06/2012 22:55:18","NA;United States;Virginia;Charlottesville","Charlottesville,VA",USA,1993,"High school degree or equivalent (e.g., GED)",None,Male,Single,"Agree somewhat","Agree somewhat","Not sure","Disagree somewhat","Disagree somewhat","Disagree somewhat","Disagree somewhat","Disagree somewhat","Agree somewhat",Disagree,True,False,False,Yes,"I don't try to cause myself to experience complete mental silence",0,"I don't experience complete mental silence accidentally","I have not experienced complete mental silence","I have not experienced complete mental silence",Yes,Christianity,"Not at all","Almost never","Subjective time is typical.",Inappropriate,Inappropriate,No,,"Not at all","Not at all","I am unaware of actual time.",Inappropriate,Inappropriate,"Not at all","Almost never","Subjective time is somewhat slower than actual time.",Inappropriate,"Somewhat important","Not at all","Not at all","Subjective time is typical.",Inappropriate,Inappropriate,Soccer,"Not at all","Not at all","Subjective time is typical.",Inappropriate,Inappropriate,"Not at all",Infrequently,"Subjective time is typical.",Inappropriate,Inappropriate,Yes,"Not at all","Not at all","Subjective time is somewhat faster than actual time.",Inappropriate,Inappropriate,"Not at all","Not at all","I am unaware of actual time.",Inappropriate,"Somewhat important",Soccer,"Rigorous, intensive thinking","Not at all","Not at all",No,No,"Subjective time is typical.",Inappropriate,Inappropriate,No,,No,,
2378128120,"12/06/2012 22:52:40","NA;United States;Virginia;Charlottesville","Charlottesville, VA",USA,1994,"High school degree or equivalent (e.g., GED)",student,Female,Single,"Not sure","Disagree somewhat","Agree somewhat","Agree somewhat","Agree somewhat","Not sure","Disagree somewhat","Not sure","Disagree somewhat","Disagree somewhat","Not sure",False,True,"Not sure",Infrequently,75,Infrequently,"Sometimes moments and sometimes continuous (e.g. isolated seconds and sometimes ten seconds or longer)","10 seconds",Yes,petacostal,Infrequently,Frequently,"Subjective time is typical.","Somewhat important",Inappropriate,Yes,praying,Frequently,"Not at all","Subjective time is typical.","Somewhat important",Inappropriate,Infrequently,Frequently,"Subjective time is somewhat slower than actual time.","Somewhat important",Inappropriate,Infrequently,Frequently,"Subjective time is typical.","Not sure","Not sure",crunches,Infrequently,"Almost never","I am watching the clock.","Somewhat important","Somewhat inappropriate",Infrequently,Frequently,"Subjective time is typical.","Somewhat important","Not sure",No,,,,,,Infrequently,Infrequently,"Subjective time is typical.","Not sure","Not sure",cheerleading,"Some moderate thinking","Almost never",Infrequently,"Not sure / maybe","Probably not","I am watching the clock.","Somewhat inappropriate","Somewhat inappropriate",No,,No,,
2378091376,"12/07/2012 17:36:20","NA;United States;Virginia;Ruckersville","Charlottesville, VA",USA,1993,"High school degree or equivalent (e.g., GED)",Student,Male,Single,"Not sure","Not sure","Disagree somewhat","Not sure","Not sure","Disagree somewhat",Disagree,"Not sure","Agree somewhat",Disagree,True,False,False,"Not sure","I don't try to cause myself to experience complete mental silence",0,Infrequently,"I have not experienced complete mental silence","I have not experienced complete mental silence",No,,,,,,,No,,,,,,,"Almost never",Infrequently,"Subjective time is somewhat slower than actual time.",Inappropriate,"Somewhat inappropriate","Almost never",Infrequently,"Subjective time is typical.","Not sure",Inappropriate,basketball,"Almost never","Almost never","Subjective time is somewhat faster than actual time.","Somewhat inappropriate","Somewhat inappropriate","Almost never",Infrequently,"Subjective time is somewhat slower than actual time.","Not sure","Not sure",No,,,,,,"Almost never",Infrequently,"I am unaware of actual time.","Not sure","Not sure",math,"Rigorous, intensive thinking","Almost never",Infrequently,"Probably not","Probably not","Subjective time is typical.",Inappropriate,"Somewhat inappropriate",No,,No,,
2378024570,"12/06/2012 21:54:01","NA;United States;Virginia;Virginia Beach","Charlottesville, VA",USA,1991,"High school degree or equivalent (e.g., GED)","UVA Student",Male,Single,Disagree,"Disagree somewhat","Not sure","Agree somewhat","Agree somewhat","Disagree somewhat","Disagree somewhat",Agree,"Agree somewhat","Disagree somewhat",True,"Not sure","Not sure",Yes,Infrequently,15,Weekly,"Sometimes moments and sometimes continuous (e.g. isolated seconds and sometimes ten seconds or longer)","10 seconds",Yes,Catholic,Frequently,"Almost never","Subjective time is somewhat slower than actual time.","Not sure","Not sure",No,N/A,"Not at all","Not at all","I am watching the clock.","Not sure","Not sure",Infrequently,Infrequently,"Subjective time is typical.","Somewhat inappropriate","Somewhat inappropriate",Frequently,Infrequently,"Subjective time is somewhat faster than actual time.","Not sure","Not sure",Running,Frequently,Frequently,"I am unaware of actual time.","Somewhat important","Somewhat important",Infrequently,Infrequently,"Subjective time is somewhat faster than actual time.","Not sure","Somewhat important",No,,,,,,Frequently,Frequently,"I am unaware of actual time.","Somewhat important","Somewhat inappropriate","Playing Football","Some moderate thinking",Frequently,Infrequently,"Yes, somewhat",Yes,"Subjective time is typical.","Somewhat important","Not sure",No,,No,,"I enjoyed it."
2377959504,"12/06/2012 21:23:08","NA;United States;Virginia;Charlottesville","Charlottesville, VA",USA,1992,"Some college but no degree","Full time student, part time employee",Male,Single,"Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure",True,False,False,"Not sure","I don't try to cause myself to experience complete mental silence",,"I don't experience complete mental silence accidentally","I have not experienced complete mental silence","I have not experienced complete mental silence",No,,"Not at all","Not at all","Subjective time is typical.","Not sure","Not sure",No,,"Not at all","Not at all","Subjective time is typical.","Not sure","Not sure","Not at all",Infrequently,"Subjective time is somewhat faster than actual time.","Not sure","Not sure","Not at all","Almost never","Subjective time is somewhat faster than actual time.",Inappropriate,"Somewhat inappropriate",Soccer,"Not at all","Not at all","I am unaware of actual time.",Inappropriate,Inappropriate,"Not at all",Infrequently,"Subjective time is typical.","Not sure","Not sure",No,"Not at all","Not at all","Subjective time is typical.","Not sure","Not sure","Not at all",Infrequently,"Subjective time is somewhat slower than actual time.","Not sure",Inappropriate,Soccer,"A little thinking","Not at all","Not at all",No,No,"I am unaware of actual time.",Inappropriate,Inappropriate,No,,No,,
2377951493,"12/06/2012 22:31:52","NA;United States;Virginia;Charlottesville","Charlottesville, VA",USA,1993,"Some college but no degree",Student,Male,Single,"Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure",False,False,True,Yes,"I don't try to cause myself to experience complete mental silence",0,"I don't experience complete mental silence accidentally","I have not experienced complete mental silence","I have not experienced complete mental silence",No,Atheist,"Not at all","Every time","I am watching the clock.",Inappropriate,Inappropriate,No,none,"Not at all","Not at all","Subjective time is typical.",Inappropriate,Inappropriate,"Not at all","Not at all","Subjective time is typical.",Inappropriate,Inappropriate,"Not at all","Not at all","Subjective time is somewhat faster than actual time.","Not sure",Inappropriate,"Playing soccer","Not at all","Not at all","Subjective time is typical.",Inappropriate,Inappropriate,"Not at all","Not at all","Subjective time is typical.",Inappropriate,Inappropriate,No,"Not at all","Not at all","Subjective time is typical.",Important,Inappropriate,Infrequently,Infrequently,"Subjective time is typical.","Not sure","Not sure","Playing League of Legends","Rigorous, intensive thinking","Not at all","Not at all","Yes, somewhat",No,"I am unaware of actual time.",Inappropriate,Inappropriate,No,,No,,
2377927371,"12/06/2012 21:07:20","NA;United States;Virginia;Charlottesville","Charlottesville, VA",USA,1994,"Some college but no degree",N/A,Male,Single,"Agree somewhat","Agree somewhat","Agree somewhat","Agree somewhat","Not sure","Agree somewhat","Disagree somewhat",Disagree,"Agree somewhat","Not sure","Not sure","Not sure","Not sure","Not sure",Infrequently,10,Infrequently,"I have not experienced complete mental silence","I have not experienced complete mental silence",Yes,Christian,Infrequently,"Not at all","Subjective time is typical.","Not sure",Inappropriate,No,,,,,,,Infrequently,Infrequently,"Subjective time is typical.","Not sure","Not sure","Not at all",Infrequently,"Subjective time is typical.","Somewhat inappropriate","Somewhat inappropriate",Football,"Not at all","Not at all","Subjective time is typical.","Not sure",Inappropriate,,,,,,No,,,,,,Infrequently,"Almost never","Subjective time is somewhat faster than actual time.","Not sure","Not sure",Football,"Rigorous, intensive thinking","Not at all","Not at all",No,No,"I am unaware of actual time.","Not sure",Inappropriate,No,,No,,
2377910196,"12/06/2012 20:57:16","NA;United States;Virginia;Charlottesville","Charlottesville, VA",USA,1990,"Some college but no degree",Student,Male,"In a long-term relationship (i.e. together more than a year)","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure",False,True,No,Infrequently,0,Infrequently,"I have not experienced complete mental silence","A moment (e.g., a second or shorter)",No,,,,,,,No,,,,,,,"Not at all",Infrequently,"Subjective time is typical.",Inappropriate,"Somewhat important",Infrequently,Infrequently,"Subjective time is typical.","Not sure","Not sure",swimming,Infrequently,Infrequently,"Subjective time is typical.","Not sure","Not sure",Infrequently,Infrequently,"Subjective time is typical.","Not sure","Not sure",No,,,,,,Frequently,"Almost never","I am unaware of actual time.","Somewhat important","Somewhat inappropriate",Gaming,None,Infrequently,Infrequently,"Not sure / maybe","Not sure / maybe","Subjective time is typical.","Not sure","Not sure",No,,No,,
2377901204,"12/06/2012 20:58:24","NA;United States;Virginia;Charlottesville","Charlottesville, VA",USA,1994,"Some college but no degree",Student,Female,Single,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,True,True,True,Yes,Daily,,Daily,"Mostly moments (e.g. an isolated second or two)","A moment (e.g., a second or shorter)",Yes,Buddhist,"Every time","Every time","I am unaware of actual time.",Important,Important,Yes,,"Every time","Every time","I am unaware of actual time.",Important,Important,"Every time","Every time","I am unaware of actual time.",Important,Important,"Every time","Every time","I am unaware of actual time.",Important,Important,,"Every time","Every time","I am unaware of actual time.",Important,Important,"Every time","Every time","I am unaware of actual time.",Important,Important,Yes,"Every time","Every time","I am unaware of actual time.",Important,Important,"Every time","Every time","I am unaware of actual time.",Important,Important,,None,"Every time","Every time",Yes,Yes,"I am unaware of actual time.",Important,Important,Yes,,Yes,,
2377882479,"12/06/2012 20:48:57","NA;United States;Virginia;Charlottesville","Charlottesville, VA",USA,1994,"High school degree or equivalent (e.g., GED)",Student/Unemployed,Female,Single,"Disagree somewhat","Not sure",Disagree,Disagree,Disagree,"Not sure",Disagree,"Disagree somewhat","Disagree somewhat",Disagree,True,False,True,"Not sure","I don't try to cause myself to experience complete mental silence",0,"I don't experience complete mental silence accidentally","I have not experienced complete mental silence","I have not experienced complete mental silence",Yes,Christian,"Almost never",Infrequently,"Subjective time is somewhat faster than actual time.","Somewhat inappropriate",Inappropriate,Yes,"Christian, including prayer and spirituality","Almost never","Almost never","Subjective time is somewhat faster than actual time.","Not sure","Not sure","Almost never","Not at all","Subjective time is somewhat slower than actual time.","Not sure","Somewhat inappropriate",Infrequently,Frequently,"I am unaware of actual time.","Not sure","Somewhat important","Playing soccer","Almost never","Not at all","I am unaware of actual time.","Not sure",Inappropriate,"Almost never",Infrequently,"Subjective time is somewhat slower than actual time.","Not sure","Somewhat inappropriate",Yes,Infrequently,"Almost never","I am unaware of actual time.","Somewhat important","Somewhat inappropriate",Infrequently,"Almost never","I am unaware of actual time.","Somewhat important","Somewhat inappropriate","Playing the piano","Some moderate thinking",Frequently,"Almost never","Not sure / maybe","Not sure / maybe","Subjective time is somewhat faster than actual time.","Not sure","Somewhat inappropriate",No,,No,"Praying and reflecting",
2377750695,"12/06/2012 19:52:48","NA;United States;Virginia;Mechanicsville","Charlottesville, VA",USA,1994,"Some college but no degree","college student",Female,Single,"Agree somewhat","Agree somewhat",Disagree,Disagree,Disagree,Disagree,Disagree,"Disagree somewhat",Disagree,Disagree,True,False,True,"Not sure",Infrequently,0,Infrequently,"Sometimes moments and sometimes continuous (e.g. isolated seconds and sometimes ten seconds or longer)","1-2 minutes",Yes,Christian,"Almost never",Infrequently,"Subjective time is somewhat slower than actual time.",Inappropriate,"Somewhat inappropriate",Yes,"I am a Christian and I pray a lot","Almost never",Frequently,"Subjective time is typical.","Somewhat inappropriate","Somewhat inappropriate","Almost never",Infrequently,"Subjective time is somewhat slower than actual time.",Inappropriate,"Somewhat inappropriate",Infrequently,Frequently,"Subjective time is somewhat faster than actual time.","Not sure","Somewhat inappropriate",tennis,"Not at all","Not at all","Subjective time is somewhat slower than actual time.",Inappropriate,"Somewhat inappropriate",Infrequently,Frequently,"Subjective time is typical.","Somewhat inappropriate","Not sure",No,,,,,,Frequently,"Almost never","Subjective time is somewhat faster than actual time.","Somewhat important","Not sure",piano,"A little thinking",Infrequently,"Almost never","Yes, somewhat","Not sure / maybe","Subjective time is typical.","Somewhat important","Somewhat inappropriate",No,,No,,
2377678259,"12/06/2012 19:15:30","NA;United States;Virginia;Ruckersville",Charlottesville,"United States",1993,"High school degree or equivalent (e.g., GED)",Student,Female,Single,"Agree somewhat","Not sure",Disagree,Disagree,Disagree,"Disagree somewhat",Disagree,Disagree,Disagree,Disagree,True,False,False,No,"I don't try to cause myself to experience complete mental silence",0,"I don't experience complete mental silence accidentally","I have not experienced complete mental silence","I have not experienced complete mental silence",Yes,Hinduism,"Not at all","Almost never","Subjective time is typical.","Somewhat important","Somewhat inappropriate",No,,,,,,,"Almost never",Infrequently,"Subjective time is typical.",Inappropriate,"Somewhat inappropriate","Not at all","Almost never","Subjective time is somewhat slower than actual time.","Not sure","Somewhat inappropriate",Swimming,"Not at all","Almost never","Subjective time is somewhat faster than actual time.","Not sure","Somewhat inappropriate","Not at all",Infrequently,"Subjective time is somewhat slower than actual time.","Somewhat inappropriate","Not sure",No,,,,,,"Not at all","Almost never","Subjective time is typical.","Not sure","Not sure",Dancing,"A little thinking","Almost never","Almost never","Yes, somewhat","Yes, somewhat","Subjective time is typical.","Somewhat important","Not sure",No,,No,,
2377264567,"12/06/2012 16:12:41","NA;United States;Virginia;Charlottesville","Charlottesville, VA",USA,1993,"Some college but no degree",Student,Male,Single,"Not sure","Not sure","Not sure","Agree somewhat","Agree somewhat","Disagree somewhat","Disagree somewhat","Not sure","Not sure","Not sure",True,False,"Not sure","Not sure","I don't try to cause myself to experience complete mental silence",,Infrequently,"Sometimes moments and sometimes continuous (e.g. isolated seconds and sometimes ten seconds or longer)","10 seconds",No,,,,,,,No,,,,,,,Infrequently,Infrequently,"Subjective time is typical.","Not sure","Not sure",Frequently,"Almost never","Subjective time is somewhat faster than actual time.","Somewhat important","Somewhat inappropriate","Play table tennis",Frequently,"Almost never","Subjective time is somewhat faster than actual time.","Somewhat important","Somewhat inappropriate",Infrequently,Frequently,"Subjective time is typical.","Somewhat important","Not sure",No,,,,,,Infrequently,"Almost never","Subjective time is typical.","Somewhat important","Somewhat inappropriate","Table tennis","A little thinking",Frequently,"Almost never","Yes, somewhat","Yes, somewhat","Subjective time is somewhat faster than actual time.","Somewhat important","Somewhat inappropriate",No,,No,,
2377255996,"12/06/2012 16:13:09","NA;United States;Virginia;Virginia Beach","Charlottesville, VA",USA,1994,"High school degree or equivalent (e.g., GED)",Student,Female,Single,Disagree,"Not sure",Disagree,"Not sure",Disagree,"Not sure",Disagree,"Agree somewhat","Agree somewhat",Disagree,"Not sure",False,True,Yes,"I don't try to cause myself to experience complete mental silence",,Weekly,"Sometimes moments and sometimes continuous (e.g. isolated seconds and sometimes ten seconds or longer)","1-2 minutes",No,,,,,,,No,,,,,,,Infrequently,"Almost never","Subjective time is somewhat slower than actual time.","Somewhat important",Inappropriate,Infrequently,Frequently,"Subjective time is somewhat faster than actual time.","Somewhat important","Not sure",Running,Frequently,Infrequently,"Subjective time is somewhat faster than actual time.","Somewhat important","Not sure","Not at all",Infrequently,"I am watching the clock.","Somewhat important",Inappropriate,No,,,,,,Frequently,"Not at all","I am unaware of actual time.","Somewhat important","Somewhat important","Stunting in cheerleading",None,Infrequently,"Not at all","Not sure / maybe","Not sure / maybe","I am unaware of actual time.","Not sure",Inappropriate,No,,No,,
2377189980,"12/06/2012 15:40:24","NA;United States;Virginia;Charlottesville","Charlottesville, VA",USA,1994,"High school degree or equivalent (e.g., GED)","College Student",Female,"In a long-term relationship (i.e. together more than a year)","Disagree somewhat","Not sure",Agree,Agree,Disagree,Disagree,Disagree,"Disagree somewhat","Not sure",Disagree,True,False,False,"Not sure","I don't try to cause myself to experience complete mental silence",0,Weekly,"Mostly moments (e.g. an isolated second or two)","A moment (e.g., a second or shorter)",No,,,,,,,No,,,,,,,"Almost never","Not at all","Subjective time is somewhat faster than actual time.","Not sure",Inappropriate,"Almost never","Almost never","Subjective time is somewhat slower than actual time.","Not sure",Inappropriate,"Horse-back riding","Not at all","Not at all","I am unaware of actual time.",Inappropriate,Inappropriate,"Not at all",Frequently,"I am watching the clock.",Inappropriate,Inappropriate,No,,,,,,Infrequently,"Not at all","I am unaware of actual time.","Somewhat important","Somewhat inappropriate","Horse-back riding","Rigorous, intensive thinking","Not at all","Not at all","Not sure / maybe","Not sure / maybe","I am unaware of actual time.",Inappropriate,Inappropriate,No,,No,"I do not meditate","The idea of ""complete mental silence"" was a little hard for me to grasp."
